,utc_event_time,utc_event_date,user_id,city_name,ecom_event_action,ecom_id,ecom_brand,ecom_variant,ecom_currency,ecom_price100,ecom_qty,ecom_grand_total100,os_manufacturer,device_type,traffic_src_kind,app_version,net_type,locale
28,2021-10-21 20:06:30,2021-10-21,13781545825950195018,Кобрин,view_item,0F49D92CEA8C80166B0605ED3D1A8E5D,0FE842F2A511FF722220C7A8739B684F,3B9A6121A509CBADC049AEABD3ED0223,RUB,[16500],[1],[16500],HUAWEI,smartphone,mobile,4.3.5000,Wi-Fi,ru
29,2021-10-21 19:59:38,2021-10-21,10593114150110219591,Сыктывкар,view_item,B0270133170E1B886F4FA77B7E1F0EB9,7921BD71B70D139454324A845115B9E3,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1077100],[1],[1077100],Xiaomi,smartphone,mobile,4.3.5000,4G,ru
30,2021-10-04 09:41:03,2021-10-04,13264288839458745227,Санкт-Петербург,view_item,B0270133170E1B886F4FA77B7E1F0EB9,7921BD71B70D139454324A845115B9E3,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1087300],[1],[1087300],samsung,smartphone,mobile,4.2.7000,4G,ru
31,2021-10-18 10:48:45,2021-10-18,10988077285769867498,Москва,view_item,6050B6B1F05ABDB4B33DA4BCEB46DE9B,4F8BB9BC28218427B1EA3CC1A94E420A,3B9A6121A509CBADC049AEABD3ED0223,RUB,[172500],[1],[172500],Xiaomi,smartphone,mobile,4.3.4000,4G,ru
32,2021-10-18 18:17:02,2021-10-18,10195634206361961679,Ярославль,view_item,AF51FBD3B09A5BE324C76C524118BFD3,27FE65559334F3F5EE107A8F324F46D0,3B9A6121A509CBADC049AEABD3ED0223,RUB,[210100],[1],[210100],HUAWEI,smartphone,mobile,4.3.4000,Wi-Fi,ru
33,2021-10-03 09:49:07,2021-10-03,12046250735886195394,Москва,view_item,8360E6D158AEBD26BBBE835C38F88748,54C53BB4CEB1938D929A930E4FFC4BE5,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1224100],[1],[1224100],samsung,smartphone,mobile,4.3.4000,4G,ru
34,2021-10-07 16:55:14,2021-10-07,9953269173298353908,Самара,view_item,ECD8847A3E389369BA25918DFF9B5B83,1A741328B5C5DF34FE89D28EB1AD01A2,3B9A6121A509CBADC049AEABD3ED0223,RUB,[233200],[1],[233200],HUAWEI,smartphone,mobile,4.2.9000-huawei,4G,ru
35,2021-10-26 14:09:41,2021-10-26,9265615580510520813,Новозыбков,view_item,B0270133170E1B886F4FA77B7E1F0EB9,7921BD71B70D139454324A845115B9E3,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1077100],[1],[1077100],Xiaomi,smartphone,mobile,4.3.6000,Wi-Fi,ru
36,2021-10-26 20:12:46,2021-10-26,12434139636508044647,Санкт-Петербург,view_item,B145F002859D43DAB3C642ABD144EBD6,BFB61B83F1DB363D5F07DDEF8E522AE6,3B9A6121A509CBADC049AEABD3ED0223,RUB,[91800],[1],[91800],HUAWEI,smartphone,mobile,4.3.5000,Wi-Fi,ru
37,2021-10-26 14:46:52,2021-10-26,11595511823982454709,Лангепас,remove_from_cart,484FD293DAE723EB16AF9C7548C85ED9,397447637AC47E39C90EA32863A7A2BB,3B9A6121A509CBADC049AEABD3ED0223,RUB,[179900],[1],[179900],samsung,smartphone,mobile,4.3.5000,Wi-Fi,ru
38,2021-10-26 14:46:53,2021-10-26,11595511823982454709,Лангепас,remove_from_cart,484FD293DAE723EB16AF9C7548C85ED9,397447637AC47E39C90EA32863A7A2BB,3B9A6121A509CBADC049AEABD3ED0223,RUB,[179900],[1],[179900],samsung,smartphone,mobile,4.3.5000,Wi-Fi,ru
39,2021-10-26 13:12:20,2021-10-26,12454117491749151353,Магнитогорск,view_item,BDBD23C5359EF7B3F85763C032892B85,0B1BC368C77D7A9B58F26B087958C231,3B9A6121A509CBADC049AEABD3ED0223,RUB,[2354000],[1],[2354000],Xiaomi,smartphone,mobile,4.3.5000,Wi-Fi,ru
40,2021-10-26 23:35:57,2021-10-26,11007033145524184526,,view_item,A6FC1D41C2A36CD6ED1428BC40991F3A,CBC88053A1619544EB9FEDAD72FAF8E6DF71A09C7DDFDE736B9BB593C18B21B2,3B9A6121A509CBADC049AEABD3ED0223,RUB,[17800],[1],[17800],realme,smartphone,mobile,4.3.6000,Wi-Fi,ru
41,2021-10-26 15:10:36,2021-10-26,11728408639417218264,Новочеркасск,view_item,BF4304D1BE666DB38DF823DE35823D4D,9C3C9B2ED98A1CA9254750E250B9B7E6513025FEC92005BA1BAE268F25387DD8,3B9A6121A509CBADC049AEABD3ED0223,RUB,[175300],[1],[175300],Xiaomi,smartphone,mobile,4.3.6000,Wi-Fi,ru
42,2021-10-21 16:13:17,2021-10-21,10405648053649275760,Новосибирск,view_item,8360E6D158AEBD26BBBE835C38F88748,54C53BB4CEB1938D929A930E4FFC4BE5,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1268800],[1],[1268800],HUAWEI,smartphone,mobile,4.3.5000,4G,ru
43,2021-10-21 22:12:09,2021-10-21,10501614289663816564,Великий Новгород,view_item,AD157928CC15ED1D8368385541B01526,1D43037B4AAF0DFF35E3E0FD73619E95,3B9A6121A509CBADC049AEABD3ED0223,RUB,[23500],[1],[23500],HUAWEI,smartphone,mobile,4.3.5000,Wi-Fi,ru
44,2021-10-21 12:19:48,2021-10-21,10446521954131677616,Нижний Новгород,view_item,8360E6D158AEBD26BBBE835C38F88748,54C53BB4CEB1938D929A930E4FFC4BE5,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1313300],[1],[1313300],HUAWEI,smartphone,mobile,4.3.4000,4G,ru
45,2021-10-21 11:17:23,2021-10-21,12319846955501255831,,view_item,B0270133170E1B886F4FA77B7E1F0EB9,7921BD71B70D139454324A845115B9E3,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1175200],[1],[1175200],samsung,smartphone,mobile,4.3.4000,4G,ru
46,2021-10-04 13:16:14,2021-10-04,13455988713820143694,Саров,view_item,484FD293DAE723EB16AF9C7548C85ED9,397447637AC47E39C90EA32863A7A2BB,3B9A6121A509CBADC049AEABD3ED0223,RUB,[179300],[1],[179300],realme,smartphone,mobile,4.3.4000,Wi-Fi,ru
47,2021-10-18 20:24:40,2021-10-18,11671241091501829694,Ленинградская,view_item,A6FC1D41C2A36CD6ED1428BC40991F3A,CBC88053A1619544EB9FEDAD72FAF8E6DF71A09C7DDFDE736B9BB593C18B21B2,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18400],[1],[18400],Xiaomi,smartphone,mobile,4.3.1003,Wi-Fi,ru
48,2021-10-18 17:37:29,2021-10-18,12851521009192187177,Уфа,view_item,C0C9F2DC21904776545FFBB2FC3D646C,A1311DE377A4D46E27D2AE29A4755DB8,3B9A6121A509CBADC049AEABD3ED0223,RUB,[15400],[1],[15400],Xiaomi,smartphone,mobile,4.3.4000,Wi-Fi,ru
49,2021-10-26 17:51:48,2021-10-26,9389397605161661474,Рязань,view_item,BDBD23C5359EF7B3F85763C032892B85,0B1BC368C77D7A9B58F26B087958C231,3B9A6121A509CBADC049AEABD3ED0223,RUB,[2354000],[1],[2354000],HUAWEI,smartphone,mobile,4.3.6000,4G,ru
50,2021-10-26 13:22:58,2021-10-26,9612750540450291950,Ростов-на-Дону,view_item,7D9A98C6E8BF033613B74252D9D24B33,681425F1391C8CA4026B28066C7B3B4A,3B9A6121A509CBADC049AEABD3ED0223,RUB,[178500],[1],[178500],HUAWEI,smartphone,mobile,4.3.4000,Wi-Fi,ru
51,2021-10-21 16:45:23,2021-10-21,11743979977074954439,Тверь,view_item,7D9A98C6E8BF033613B74252D9D24B33,681425F1391C8CA4026B28066C7B3B4A,3B9A6121A509CBADC049AEABD3ED0223,RUB,[132300],[1],[132300],Xiaomi,smartphone,mobile,4.3.5000,Wi-Fi,ru
52,2021-10-21 17:30:54,2021-10-21,10717178574933028633,Миасс,view_item,97F9B1135CF24F4CFFF4664435AEC2B9,FA74FF059207A1569295D3E83CA88E53,3B9A6121A509CBADC049AEABD3ED0223,RUB,[77400],[1],[77400],Xiaomi,smartphone,mobile,4.3.5000,Wi-Fi,ru
53,2021-10-21 19:07:09,2021-10-21,10713696784463207536,Краснодар,view_item,B0270133170E1B886F4FA77B7E1F0EB9,7921BD71B70D139454324A845115B9E3,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1077100],[1],[1077100],samsung,smartphone,mobile,4.3.5000,Wi-Fi,ru
54,2021-10-21 22:54:13,2021-10-21,10694083483597657623,Казань,view_item,8360E6D158AEBD26BBBE835C38F88748,54C53BB4CEB1938D929A930E4FFC4BE5,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1255300],[1],[1255300],Xiaomi,smartphone,mobile,4.3.5000,4G,ru
55,2021-10-21 19:23:53,2021-10-21,10267351411801366860,Тучково,view_item,C0C9F2DC21904776545FFBB2FC3D646C,A1311DE377A4D46E27D2AE29A4755DB8,3B9A6121A509CBADC049AEABD3ED0223,RUB,[15400],[1],[15400],HUAWEI,smartphone,mobile,4.3.5000,Wi-Fi,ru
56,2021-10-21 11:44:16,2021-10-21,12192488287265781158,Санкт-Петербург,view_item,5C8925190BE8C493517153B561BA21E7,77092A382498D0723B30F716F855AB40,3B9A6121A509CBADC049AEABD3ED0223,RUB,[66300],[1],[66300],Xiaomi,smartphone,mobile,4.3.5000,4G,ru
57,2021-10-21 11:44:22,2021-10-21,12192488287265781158,Санкт-Петербург,view_item,5C8925190BE8C493517153B561BA21E7,77092A382498D0723B30F716F855AB40,3B9A6121A509CBADC049AEABD3ED0223,RUB,[66300],[1],[66300],Xiaomi,smartphone,mobile,4.3.5000,4G,ru
58,2021-10-06 13:29:16,2021-10-06,9840321972892607305,Москва,add_to_cart,ECD8847A3E389369BA25918DFF9B5B83,1A741328B5C5DF34FE89D28EB1AD01A2,56FFD2E0EFC4BDD7FCEF09AB6197CC83222B1AC6B5CDDB8ED451A1C7B41DD647466ABC9623B8905E31ECF115219ABB27,RUB,[233200],[1],[233200],HUAWEI,smartphone,mobile,4.3.4000,4G,ru
59,2021-10-18 07:30:08,2021-10-18,10431773979065916196,Минск,begin_checkout,24E32C81C872785E27CB1F89D4236565,3289197B71E5C3F032F5735C9F02ABE7EFC531C9235846DDE6F3C52281E99138,6348C49CA6A050B7F813298B656179BDC1609083B3049E04C48AB98BAF7D8CC7,RUB,"[50100,18100,16400,4400,22000]","[1,1,1,1,1]","[50100,18100,16400,4400,22000]",Xiaomi,smartphone,mobile,4.2.9000,4G,ru
60,2021-10-18 07:30:26,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
61,2021-10-18 07:30:29,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
62,2021-10-18 07:30:30,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[19800],[1],[19800],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
63,2021-10-18 07:30:30,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[19800],[1],[19800],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
64,2021-10-18 07:30:32,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[19800],[1],[19800],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
65,2021-10-18 07:30:33,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
66,2021-10-18 07:30:34,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
67,2021-10-18 07:31:14,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
68,2021-10-18 07:31:21,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
69,2021-10-18 07:31:23,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
70,2021-10-18 07:31:29,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
71,2021-10-18 07:31:34,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
72,2021-10-18 07:31:39,2021-10-18,10431773979065916196,Минск,view_item,EEF2D5D6555A6E8293D2F160F3AFAB7A,911ECE2EEA64EE2B1C99B21DA2525328,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18100],[1],[18100],Xiaomi,smartphone,mobile,4.2.9000,4G,ru
73,2021-10-18 09:45:05,2021-10-18,12440709393631983876,Москва,view_item,0F49D92CEA8C80166B0605ED3D1A8E5D,0FE842F2A511FF722220C7A8739B684F,3B9A6121A509CBADC049AEABD3ED0223,RUB,[16100],[1],[16100],Meizu,smartphone,mobile,4.3.4000,4G,ru
74,2021-10-18 10:36:54,2021-10-18,12196917270412115076,,view_item,A6FC1D41C2A36CD6ED1428BC40991F3A,CBC88053A1619544EB9FEDAD72FAF8E6DF71A09C7DDFDE736B9BB593C18B21B2,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18400],[1],[18400],Xiaomi,smartphone,mobile,4.3.4000,Wi-Fi,ru
75,2021-10-18 10:37:03,2021-10-18,12196917270412115076,,view_item,A6FC1D41C2A36CD6ED1428BC40991F3A,CBC88053A1619544EB9FEDAD72FAF8E6DF71A09C7DDFDE736B9BB593C18B21B2,3B9A6121A509CBADC049AEABD3ED0223,RUB,[18400],[1],[18400],Xiaomi,smartphone,mobile,4.3.4000,Wi-Fi,ru
76,2021-10-18 14:10:20,2021-10-18,12282323770264201465,Москва,view_item,ECD8847A3E389369BA25918DFF9B5B83,1A741328B5C5DF34FE89D28EB1AD01A2,3B9A6121A509CBADC049AEABD3ED0223,RUB,[228800],[1],[228800],samsung,smartphone,mobile,4.3.2000,4G,ru
77,2021-10-21 20:58:55,2021-10-21,11850194039295480065,Москва,view_item,61F3488FEF9234C5B0E9B68CAF0AB51F,27FE65559334F3F5EE107A8F324F46D0,3B9A6121A509CBADC049AEABD3ED0223,RUB,[92900],[1],[92900],BQru,smartphone,mobile,4.3.5000,4G,ru
78,2021-10-21 18:08:06,2021-10-21,10465390926394832130,Рязань,view_item,61F3488FEF9234C5B0E9B68CAF0AB51F,27FE65559334F3F5EE107A8F324F46D0,3B9A6121A509CBADC049AEABD3ED0223,RUB,[91000],[1],[91000],samsung,smartphone,mobile,4.3.5000,Wi-Fi,ru
79,2021-10-21 16:56:54,2021-10-21,11237929974422934447,Екатеринбург,view_item,BF4304D1BE666DB38DF823DE35823D4D,9C3C9B2ED98A1CA9254750E250B9B7E6513025FEC92005BA1BAE268F25387DD8,3B9A6121A509CBADC049AEABD3ED0223,RUB,[177200],[1],[177200],HUAWEI,smartphone,mobile,4.3.5000,4G,ru
80,2021-10-10 13:15:31,2021-10-10,9895263112124963021,Томск,view_item,B0270133170E1B886F4FA77B7E1F0EB9,7921BD71B70D139454324A845115B9E3,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1065500],[1],[1065500],samsung,smartphone,mobile,4.3.4000,Wi-Fi,ru
81,2021-10-10 15:53:21,2021-10-10,13212716110581417060,,add_to_cart,8360E6D158AEBD26BBBE835C38F88748,54C53BB4CEB1938D929A930E4FFC4BE5,3B9A6121A509CBADC049AEABD3ED0223,RUB,[1412100],[1],[1412100],HUAWEI,smartphone,mobile,4.3.4000-huawei,4G,ru
82,2021-10-18 12:04:49,2021-10-18,12968194622597106898,Чита,view_item,0F49D92CEA8C80166B0605ED3D1A8E5D,0FE842F2A511FF722220C7A8739B684F,3B9A6121A509CBADC049AEABD3ED0223,RUB,[16100],[1],[16100],HUAWEI,smartphone,mobile,4.3.4000,Wi-Fi,ru
83,2021-10-18 14:28:17,2021-10-18,13173610804517232748,Орёл,view_item,C0C9F2DC21904776545FFBB2FC3D646C,A1311DE377A4D46E27D2AE29A4755DB8,3B9A6121A509CBADC049AEABD3ED0223,RUB,[15400],[1],[15400],Realme,smartphone,mobile,4.2.7000,Wi-Fi,ru
